#{"t_start": 1783269330.4416058, "env_id": "None"}
r,l,t
9.825178,16,0.011745
15.031691,31,0.025456
15.959034,19,0.033357
2.463558,16,0.040201
5.28042,10,0.044468
19.289849,26,0.055063
25.64078,28,0.066668
4.079121,14,0.072696
6.850665,20,0.080993
5.195331,9,0.084702
2.888133,17,0.092816
17.440722,27,0.104157
9.258376,17,0.111241
3.061518,17,0.11825
6.916318,11,0.122827
8.459244,14,0.128857
27.421687,35,0.143975
21.957308,29,0.156329
4.852934,19,0.164411
24.925223,34,0.178854
1.990626,11,0.183535
5.836482,13,0.189336
3.509391,31,0.203085
37.26935,39,0.245401
5.47239,11,0.250145
5.630039,11,0.254827
3.830639,33,0.269164
9.731602,13,0.27494
15.764043,22,0.284561
19.982842,32,0.298141
50.629542,57,0.32182
1.64474,13,0.327236
6.603206,17,0.334181
12.698636,18,0.341738
7.107926,26,0.352662
13.307521,25,0.363389
1.214417,13,0.369126
17.064979,19,0.377612
17.100652,44,0.396387
13.855224,15,0.403038
4.481519,28,0.414876
10.798858,12,0.419946
4.280478,11,0.424772
7.881555,22,0.433718
18.229416,38,0.449735
22.309228,27,0.461628
4.622554,11,0.466423
2.494255,10,0.470841
8.831911,12,0.476001
3.492116,14,0.481725
17.155958,26,0.492793
2.434341,17,0.500144
4.710306,17,0.50764
0.412458,11,0.512767
10.871058,13,0.51812
16.612264,28,0.529834
10.120034,17,0.536758
1.62808,17,0.544041
9.260439,14,0.549804
15.066703,21,0.558481
8.686989,16,0.565083
18.762809,23,0.575034
19.543466,25,0.586024
11.403195,12,0.591448
13.348104,14,0.59805
20.250574,23,0.607828
11.348029,19,0.61622
16.054227,30,0.629152
3.906688,11,0.633659
10.439541,11,0.638263
28.038096,30,0.65071
7.489941,22,0.660148
33.317763,35,0.674537
5.663068,17,0.681453
50.007465,54,0.704214
14.654018,17,0.711502
12.197386,15,0.717766
19.352895,20,0.726618
1.319897,15,0.732737
7.500384,13,0.738244
8.912584,12,0.743631
4.405939,12,0.748621
4.713478,15,0.754972
1.360732,12,0.760226
12.631652,40,0.77758
11.454306,20,0.786843
1.214938,15,0.794438
4.702528,13,0.800246
5.897996,12,0.80547
24.018873,29,0.817794
28.581402,34,0.832113
7.106257,10,0.836391
8.159196,9,0.840103
22.640915,25,0.850467
-0.021013,15,0.856803
12.715665,30,0.869347
13.414426,25,0.879894
5.535008,9,0.883588
13.727753,44,0.902508
18.385809,47,1.567422
13.39657,26,1.579898
11.82174,35,1.597102
17.051625,28,1.610705
7.377661,19,1.618681
17.980439,56,1.6437
3.093533,11,1.64836
33.02385,51,1.669465
50.847389,64,1.697103
3.75975,30,1.709954
7.145878,24,1.720123
7.517765,14,1.726081
9.585301,12,1.731161
18.051386,43,1.748937
40.576395,62,1.775392
58.460609,62,1.802223
32.574112,40,1.820445
2.265636,27,1.832295
11.625074,20,1.840963
0.722411,17,1.848036
15.657076,18,1.855662
14.21139,36,1.870806
35.719317,79,1.90404
15.159923,54,1.927429
31.185316,72,1.959104
18.140134,29,1.971068
9.440611,19,1.979302
0.196558,12,1.984345
23.534832,29,1.996824
31.698579,36,2.012068
1.928179,17,2.019349
56.385481,73,2.05014
28.851363,42,2.0679
17.513522,23,2.07788
2.394963,31,2.090855
8.339455,38,2.107201
17.233962,26,2.118162
54.91917,82,2.152717
32.749375,48,2.172334
69.471477,76,2.204612
0.230345,33,2.21872
20.704329,29,2.231374
26.604278,36,2.24645
25.60006,28,2.25816
6.058246,20,2.267254
17.48778,20,2.27572
14.199861,24,2.285569
3.146597,14,2.291593
53.735512,68,2.320039
27.160146,39,2.336362
38.51594,54,2.359718
