#{"t_start": 1787668739.461098, "env_id": "Pendulum-v1"}
r,l,t
-1067.53432,200,1.072774
-1773.793072,200,1.925255
-1379.85475,200,2.758384
-1281.062302,200,3.607999
-1323.724826,200,4.48633
-1504.048015,200,5.342823
-1424.095866,200,6.19776
-1365.417721,200,7.247879
-1305.151532,200,8.073467
-1172.450967,200,9.033298
-1242.763568,200,10.140653
-880.708707,200,11.013706
-752.728549,200,11.860111
-1038.462325,200,12.752184
-938.550606,200,13.835978
-642.571713,200,14.746874
-262.614787,200,15.797678
-1.25666,200,16.664447
-0.770857,200,17.614783
-400.606588,200,18.451612
-3.209128,200,19.454153
-128.432526,200,20.300895
-127.443929,200,21.141433
-123.329813,200,21.997791
-257.437225,200,23.110253
-122.210769,200,24.205465
-250.03835,200,25.15056
-121.896594,200,26.123488
-1.236328,200,26.989351
-117.11791,200,27.95325
-124.879332,200,29.012276
-244.282366,200,29.978305
-122.239848,200,30.825672
-123.310165,200,31.66807
-122.524906,200,32.518269
-122.654217,200,33.555638
-1.655578,200,34.425175
-0.656987,200,35.416801
-122.721674,200,36.263161
-267.45754,200,37.101743
-118.007548,200,38.088714
-1.400332,200,38.931925
-128.924718,200,39.774506
-119.249583,200,40.621493
-245.012764,200,41.462214
-225.67848,200,42.489669
-331.808159,200,43.338719
-344.252544,200,44.350639
-252.827572,200,45.213035
-229.282977,200,46.051073
